prompt,completion,reviewId,url,placeId,stars
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: food, loved, service.",Really loved the food and the service🙂✨💖,ChdDSUhNMG9nS0VJQ0FnSURLek9XMzZRRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: breakfast, toast, food.",The food was good.  The inside and finishings are outdated. My toast arrived 10 minutes before my breakfast did. Weird.,ChdDSUhNMG9nS0VJQ0FnSURRX2FUSl9RRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: breakfast, frank, bowl.",Great breakfast. Frank's bowl is where it's at!,ChZDSUhNMG9nS0VJQ0FnSUMycVpxYmZREAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: town, vibe, small.","Small Town vibe, great food, nice views and super quick!",ChZDSUhNMG9nS0VJQ0FnSURZdTdtWVVnEAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: cacciotore, italian, restaurant.",Great Italian restaurant!  I recommend the chicken cacciotore!,ChZDSUhNMG9nS0VJQ0FnSUNvMHAyR0x3EAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: pasta, shrimp, spicy.",Love that spicy shrimp pasta,ChdDSUhNMG9nS0VJQ0FnSUNBMmZqa3ZnRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: breakfast, location, great.","Great location, great breakfast...",ChZDSUhNMG9nS0VJQ0FnSUNDb3VPRVp3EAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: restaurant, italian, favorite.",My favorite Italian restaurant!,ChZDSUhNMG9nS0VJQ0FnSUNRaTlqTlB3EAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: meal, pesto, leftovers.","Best EVER garlic bread!!!!  Literally made my day! Ha! That pesto garlic dipping sauce was divine with that perfectly cooked bread. I got a yummy delicious HUGE plate of bowtie chicken, enough for lunch tomorrow as well. One son got Sicilian pizza, good (not really spicy as listed) but also plenty for leftovers. Other son got lasagna, also good and husband got a beef pasta.... deburgo, very spicy, perfect for his taste. Nice that the calamari came with both warm marinara and cool lemon aioli, as my family was split on preference, but stealing garlic bread almost resulted in a fork in the hand! Only disappointment was that sweet tea came as tea with sugar packets, which any tea lover knows doesn't dissolve well when tea is cold and... my husband was asked if he wanted parmesan cheese and pepper on his meal but when server came back she said that the parmesan ""hadn't been taken out yet,"" asking if just black pepper was okay? What? An odd comment...as if he wasn't worthy of getting the cheese out after he was asked. Otherwise, we were overall pleased with our experience.",ChdDSUhNMG9nS0VJQ0FnSUQydmZpSjNnRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,4.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: visit, spacious, environment.",1st visit. Food was great - hot and fresh. Prices very reasonable. Environment and atmosphere was family oriented and tables spacious. Ample parking. Service was so-so with water glasses not kept filled (minus one star).,ChdDSUhNMG9nS0VJQ0FnSUNXM091V29BRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: reservation, group, servers.",Came with a group of 12 for an early holiday celebration. They were ready for our reservation.  A lovely bunch with lots of questions and demands.  Polite and professional servers.  Great food. Great service.,ChZDSUhNMG9nS0VJQ0FnSUNtdEtqcUl3EAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: benedict, crab, cakes.",Amazing eggs Benedict with crab cakes! Ask for a side of sriracha cream sauce for the potatoes. 🔥🔥🔥,ChdDSUhNMG9nS0VJQ0FnSUMtb3ZlNGlBRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: sauces, delicious, waitress.","The food was delicious, sauces perfect and our waitress was a delight.",ChZDSUhNMG9nS0VJQ0FnSURCanFHUlJBEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: restaurant, waiter, table.","The food was good and there restaurant did a good job with social distancing. I was only just a little disheartened that our waiter only stopped at the table 3 times; take our order quick stop just as our food was brought out then again to give us the bill. She never checked on our drinks or asked if everything tasted ok.

She was friendly and we still tipped over 25% but  considering the reduced capacity of the restaurant I would have thought she could have been a little more attentive.",ChdDSUhNMG9nS0VJQ0FnSURjX08zTzh3RRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: lasagne, lunch, service.",Excellent food and service.  All the servers were very knowledgeable and friendly. I had the lunch combo plate of Lasagne and Spinach Salad then Italian Cream for dessert,ChdDSUhNMG9nS0VJQ0FnSUQyNXJLdHJ3RRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: brunch, date, board.","We went for a brunch date and really enjoyed our experience.  We ordered the brunch board for two and added brunch potatoes and ham. The food was great,  service was great.  Only thing was they suggested making a reservation next time because it can get busy. We will definitely go back!!",ChdDSUhNMG9nS0VJQ0FnSUNxNFBHSW5RRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: cooked, pasta, steak.","I had the wheat pasta, feta, basil, pesto, and added salmon. It was delicious but was swimming in oil. My sweetheart had the big steak, it was cooked right, Med Rare, but wasn't hot. Still enjoyed our evening and would return.",ChdDSUhNMG9nS0VJQ0FnSUNRNnZYajRnRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: paulo, restaurant, phyllo.","Paulo and Bill is a fantastic restaurant! My boyfriend and I made eating here our anniversary dinner tradition several years ago, and it does not disappoint. The bow tie pasta is incredible, and the chicken alfredo pasta is great, too. I've never had food here I didn't like. However, the real star of the show is the phyllo brownie - you just can't come here without getting one!! You can come to Paulo and Bill dressed up for a special occasion, and students sometimes come in dressed up for proms or homecoming, and yet if you are wearing a t-shirt and jeans, you won't feel too out of place, either. It's versatile and the perfect restaurant for any occasion. Great food, great service. Thanks, Paulo and Bill!",ChZDSUhNMG9nS0VJQ0FnSUNpMFl5VE13EAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: lasagna, salad, cake.","Lasagna and chicken salad with triple layer chocolate cake. Good food, great service and ambience!",ChZDSUhNMG9nS0VJQ0FnSUNTNE5MSkxREAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 4.0 stars Google Maps review about a Italian restaurant, with the following keywords: food, beef, sampler.",Good food a little on the higher end than I'm used too. I had a Trio sampler with Beef Chicken and Swordfish. It was all really good.,ChdDSUhNMG9nS0VJQ0FnSURJb19Qay1nRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,4.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: dessert, place, cake.","A great place to sit down and have coffee and dessert. Peter was an excellent server and made sure we were taken care of. If you order the chocolate cake prepare yourself, it is enormous!",ChZDSUhNMG9nS0VJQ0FnSURhLUtYWEJBEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: town, place, wine.","Best place in town.   Best food, best service, freshest fish, best drinks and wine service, it's crazy good!",ChZDSUhNMG9nS0VJQ0FnSUNndnFHQU9REAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a Italian restaurant, with the following keywords: customers, visit, cocktails.","Great care of customers. Wine, cocktails and great Dinner Specials...
Genuinely want to make your visit pleasurable...",ChZDSUhNMG9nS0VJQ0FnSURjOXJfUkRnEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,5.0
"Write a 5.0 stars Google Maps review about a New American restaurant, with the following keywords: pump, brunch, caesars.","PUMP is a great place to have brunch. I came here for my birthday and absolutely loved it the second I walked in. I heard about this place when I went to Vegas. They have a pump in Vegas at the Caesars Palace, and I fell in love with that place, so I was excited to hear that there was one closer in West Hollywood. When you first walk in, it’s like you’re entering a secret garden. We were seated right away in their beautiful outside area. I highly recommend eating outside to get the whole experience; instead of eating inside, it literally felt like you’re eating in a garden. Our waiter was super nice, super friendly, and was efficient. My husband and I ordered drinks and appetizers. Then we ordered our food, and everything was delicious and yummy. It was a really great romantic experience. The only thing that could’ve been better was their dessert menu. Also, I was confused about the parking situation. We didn’t see a valet or a parking lot. We found street meter parking across the street. With this, make sure to give yourself enough time to find parking and to make your reservation.",ChZDSUhNMG9nS0VJQ0FnSURHNk16MVJREAE,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,5.0
"Write a 5.0 stars Google Maps review about a New American restaurant, with the following keywords: patio, dinner, place.",This place is so edgy and fun. The outdoor patio area was beautiful and so aesthetically pleasing. We went there for dinner.  Had appetizers and drinks then ended our night with the most delicious chocolate cake.,ChZDSUhNMG9nS0VJQ0FnSURtdlppS0dBEAE,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,5.0
